IMDB_ID,NORMALIZED_REVENUE
tt0315642,1077653
tt0315642,1077653
tt1697800,3257
tt1697800,3257
tt1697800,3257
tt0415932,114258
tt0415932,114258
tt0415932,114258
tt5662932,118767
tt5662932,118767
tt3954222,1398357
tt0239381,20700
tt0239381,20700
tt0239381,20700
tt1152822,13373
tt1152822,13373
tt1152822,13373
tt2776344,3982541
tt14537248,502122
tt0090848,500730
tt0090848,500730
tt0090848,500730
tt5165344,3081763
tt5165344,3081763
tt3779028,7354489
tt6206564,50066
tt6206564,50066
tt6206564,50066
tt6206564,50066
tt0120112,1278476
tt0120112,1278476
tt0120112,1278476
tt10553210,40819
tt3737650,5100694
tt0054084,7031897
tt0054084,7031897
tt0054084,7031897
tt3477064,4688573
tt0119095,2462218
tt0119095,2462218
tt0053716,6746820
tt0053716,6746820
tt13130024,4937
tt13130024,4937
tt0076489,19334078
tt0076489,19334078
tt0076489,19334078
tt1568337,440
tt1568337,440
tt1568337,440
tt8366590,2006384
tt8366590,2006384
tt0276033,2815308
tt0276033,2815308
tt0276033,2815308
tt2967856,15092
tt2967856,15092
tt2967856,15092
tt11908982,3113
tt11908982,3113
tt11908982,3113
tt1247704,2262
tt1247704,2262
tt1247704,2262
tt0138414,142165
tt0138414,142165
tt0138414,142165
tt1087890,23501
tt1087890,23501
tt1087890,23501
tt1648093,2971584
tt1648093,2971584
tt10831086,49729
tt10831086,49729
tt10831086,49729
tt21148018,62631056
tt21148018,62631056
tt0102411,2571445
tt0102411,2571445
tt5095510,163519
tt0335013,339545
tt0335013,339545
tt0335013,339545
tt0335013,339545
tt0335013,339545
tt0335013,339545
tt0090567,1329307
tt0090567,1329307
tt0090567,1329307
tt7749142,551853
tt0111094,511006
tt0111094,511006
tt0093073,1302042
tt0093073,1302042
tt0092752,1683660
tt0092752,1683660
tt0439197,22255
tt0439197,22255
tt1085507,95199
tt1085507,95199
tt1085507,95199
tt0053644,9502563
tt0053644,9502563
tt0053644,9502563
tt0090768,1839534
tt0090768,1839534
tt0090768,1839534
tt2471640,204672
tt0085672,3013992
tt0085672,3013992
tt2821088,1478
tt2821088,1478
tt2821088,1478
tt0078158,7063919
tt0078158,7063919
tt0078158,7063919
tt2372222,6532046
tt2372222,6532046
tt0499487,980
tt8258074,120544
tt8258074,120544
tt8258074,120544
tt20198774,33181
tt20198774,33181
tt0119324,109644
tt0119324,109644
tt0119324,109644
tt0337566,200368
tt1831829,2
tt0120765,1377298
tt0120765,1377298
tt11529348,163804
tt0340012,2058829
tt0340012,2058829
tt0340012,2058829
tt0112495,2712016
tt0112495,2712016
tt2785390,1722085
tt2785390,1722085
tt2785390,1722085
tt1773643,1031
tt0981298,8
tt0246772,650286
tt0246772,650286
tt0246772,650286
tt0161100,4229175
tt0161100,4229175
tt0161100,4229175
tt1051907,1377736
tt13421498,110033
tt13421498,110033
tt13421498,110033
tt2007993,3624737
tt2007993,3624737
tt2007993,3624737
tt0081809,1021625
tt0081809,1021625
tt0081809,1021625
tt1674057,883025
tt1674057,883025
tt1674057,883025
tt0110076,5102032
tt3958780,188058
tt3958780,188058
tt3958780,188058
tt0097125,2262475
tt0097125,2262475
tt1628055,25009
tt1628055,25009
tt1628055,25009
tt9675274,298679
tt0064100,21713795
tt0064100,21713795
tt0064100,21713795
tt1533013,7991
tt1533013,7991
tt1533013,7991
tt0083170,11304676
tt0083170,11304676
tt0083170,11304676
tt7752454,60929138
tt7752454,60929138
tt7752454,60929138
tt2433040,146626
tt2433040,146626
tt0083133,1607654
tt0083133,1607654
tt0083133,1607654
tt1155705,4080742
tt1155705,4080742
tt0862748,2648448
tt1274295,2375483
tt1274295,2375483
tt1130993,304295
tt2404583,13752
tt2404583,13752
tt2404583,13752
tt0120478,1207259
tt0120478,1207259
tt10965792,272934
tt0053290,11766129
tt0053290,11766129
tt0076591,1495203
tt0076591,1495203
tt0076591,1495203
tt0096028,494416
tt0096028,494416
tt0096028,494416
tt0102721,431794
tt0102721,431794
tt0041239,2951944
tt0041239,2951944
tt5918028,2131880
tt5918028,2131880
tt5918028,2131880
tt14534992,640509
tt14534992,640509
tt0085678,8017593
tt0085678,8017593
tt0101625,705382
tt0101625,705382
tt0101625,705382
tt0081400,2388752
tt0081400,2388752
tt7531096,64380
tt7531096,64380
tt0061089,2190102
tt0061089,2190102
tt0210358,234072
tt0210358,234072
tt0210358,234072
tt3447364,616828
tt3447364,616828
tt0105622,154759
tt0105622,154759
tt0105622,154759
tt0104658,1081988
tt1547230,1770728
tt1547230,1770728
tt1547230,1770728
tt0284034,36231
tt0284034,36231
tt0284034,36231
tt0114697,939742
tt0114697,939742
tt1301990,2320
tt1301990,2320
tt1301990,2320
tt3477480,434192
tt1864288,27993
tt1864288,27993
tt1864288,27993
tt1331064,169936
tt1331064,169936
tt1331064,169936
tt1754811,27
tt1754811,27
tt1754811,27
tt0388230,52878
tt0388230,52878
tt0388230,52878
tt4079152,5646349
tt0283503,60040
tt0283503,60040
tt0283503,60040
tt6015706,183367
tt6015706,183367
tt6015706,183367
tt0120404,472861
tt4970038,94674
tt2610768,2051592
tt0079227,7885666
tt0079227,7885666
tt0826631,901890
tt1179947,11284
tt1179947,11284
tt1179947,11284
tt0772178,636192
tt0772178,636192
tt2036376,737
tt2036376,737
tt2036376,737
tt13482828,132624
tt13482828,132624
tt13482828,132624
tt9179430,5204685
tt9179430,5204685
tt10473036,2028221
tt10473036,2028221
tt10473036,2028221
tt1373215,3629352
tt7016254,26665
tt7016254,26665
tt0234137,94756
tt0234137,94756
tt0107057,4453421
tt0107057,4453421
tt6749318,651
tt6749318,651
tt6749318,651
tt0102729,5149585
tt0102729,5149585
tt0102729,5149585
tt1148200,18435
tt1148200,18435
tt0111019,149027
tt0111019,149027
tt0111019,149027
tt4721400,3534
tt4721400,3534
tt4721400,3534
tt0086355,1750904
tt0086355,1750904
tt0086355,1750904
tt0375785,128060
tt0375785,128060
tt0375785,128060
tt0102011,2024320
tt0102011,2024320
tt21364552,7755954
tt21364552,7755954
tt1032821,123420
tt1032821,123420
tt1032821,123420
tt0377992,626438
tt0377992,626438
tt0377992,626438
tt0079891,4705625
tt1573072,2062643
tt1743993,144730
tt1743993,144730
tt0112602,1461135
tt0112602,1461135
tt1187047,2178585
tt0115644,3410824
tt0115644,3410824
tt0115644,3410824
tt0115644,3410824
tt0325055,1527899
tt0325055,1527899
tt0325055,1527899
tt0071424,8664873
tt0071424,8664873
tt0071424,8664873
tt7832124,1646040
tt1235548,444284
tt13846402,145359
tt13846402,145359
tt13846402,145359
tt0088040,851802
tt0088040,851802
tt11207240,71276
tt3399916,622
tt3399916,622
tt3399916,622
tt8561690,142163
tt8561690,142163
tt2120152,8102
tt2120152,8102
tt2120152,8102
tt0068347,22190313
tt15376894,79078
tt15376894,79078
tt15376894,79078
tt10737918,3309045
tt10737918,3309045
tt10737918,3309045
tt10394738,823
tt10394738,823
tt10394738,823
tt0803100,606485
tt0107504,2524729
tt0107504,2524729
tt2168910,2204141
tt2168910,2204141
tt0056868,32680
tt0056868,32680
tt0056868,32680
tt0116390,2509186
tt0319531,73065
tt0319531,73065
tt0319531,73065
tt0417976,4323308
tt0417976,4323308
tt0417976,4323308
tt0119709,2073271
tt0119709,2073271
tt2380247,32511
tt2380247,32511
tt2380247,32511
tt0082378,927493
tt0082378,927493
tt0109575,262484
tt0080031,3071252
tt0080031,3071252
tt0104107,969108
tt0104107,969108
tt0083967,1411548
tt0083967,1411548
tt0083967,1411548
tt0235327,53013
tt0235327,53013
tt0235327,53013
tt1047494,5482206
tt1047494,5482206
tt1047494,5482206
tt0265591,45853
tt0265591,45853
tt0265591,45853
tt3013258,896
tt3013258,896
tt3013258,896
tt8792898,156687
tt3812366,12513712
tt3812366,12513712
tt5606538,6434202
tt1023441,741712
tt1023441,741712
tt1023441,741712
tt10341196,219112
tt10341196,219112
tt10023150,323931
tt1221141,13084
tt1221141,13084
tt1221141,13084
tt0266391,570029
tt0266391,570029
tt0266391,570029
tt1153053,52496
tt1153053,52496
tt1153053,52496
tt0361309,303227
tt0361309,303227
tt0361309,303227
tt1322354,490884
tt0119906,729768
tt0119906,729768
tt0056891,12022350
tt0056891,12022350
tt0082353,1391239
tt0082353,1391239
tt0082353,1391239
tt0083296,3861313
tt0083296,3861313
tt0101465,1695462
tt0101465,1695462
tt0083598,3815104
tt0083598,3815104
tt0083598,3815104
tt0119506,18351
tt0119506,18351
tt0084370,5860587
tt0084370,5860587
tt0084370,5860587
tt0859760,1
tt0859760,1
tt0859760,1
tt1684555,1333061
tt1684555,1333061
tt1230448,1310250
tt1230448,1310250
tt0082009,1854985
tt0082009,1854985
tt0082009,1854985
tt6971114,138838
tt6971114,138838
tt6971114,138838
tt10804178,555657
tt7399138,1647419
tt0079576,5809874
tt0079576,5809874
tt0079576,5809874
tt13270424,20774
tt13270424,20774
tt13270424,20774
tt0107889,4483773
tt0107889,4483773
tt0107889,4483773
tt0093072,374753
tt0093072,374753
tt0093072,374753
tt0105483,593090
tt0105483,593090
tt3675568,22850
tt3675568,22850
tt3675568,22850
tt1844025,2490117
tt13932410,449967
tt1722450,77652
tt1190617,914237
tt1190617,914237
tt1190617,914237
tt0072737,8356959
tt0072737,8356959
tt0072737,8356959
tt3291150,5393163
tt3291150,5393163
tt0099566,308538
tt0099566,308538
tt3132714,1392
tt3132714,1392
tt3132714,1392
tt0292886,304318
tt0292886,304318
tt0292886,304318
tt5129510,2033
tt5129510,2033
tt5129510,2033
tt10083340,2430748
tt10083340,2430748
tt6628322,1858448
tt8648640,103750
tt0093966,1337879
tt0093966,1337879
tt7439064,171626
tt7439064,171626
tt0110889,770606
tt0110889,770606
tt0451010,1775781
tt0138563,153550
tt0138563,153550
tt1808223,336583
tt1138489,61797
tt0115994,8893
tt0115994,8893
tt0102220,3179525
tt0102220,3179525
tt0102220,3179525
tt5078852,14170
tt5078852,14170
tt5078852,14170
tt1171701,1768837
tt11924738,134628
tt11924738,134628
tt0114108,734995
tt0114108,734995
tt0101701,1145213
tt0101701,1145213
tt4238858,19411
tt4238858,19411
tt4238858,19411
tt3317208,3767
tt3317208,3767
tt3317208,3767
tt1054122,2096400
tt0479199,203606
tt4864932,2035477
tt4864932,2035477
tt1720182,660828
tt1720182,660828
tt1720182,660828
tt0117283,1013781
tt0117283,1013781
tt0071269,2850287
tt0071269,2850287
tt0071269,2850287
tt9894450,25727
tt0081259,6473859
tt0081259,6473859
tt0081259,6473859
tt0323572,936027
tt0323572,936027
tt0323572,936027
tt1071812,3081073
tt1071812,3081073
tt1071812,3081073
tt0354766,881461
tt0354766,881461
tt0354766,881461
tt0112389,123475
tt0112389,123475
tt7329642,58481
tt7329642,58481
tt7329642,58481
tt0903627,169787
tt0903627,169787
tt0903627,169787
tt3756558,16488289
tt0062430,42117353
tt0062430,42117353
tt0062430,42117353
tt14831708,259910
tt1192431,1086891
tt0242587,260584
tt0242587,260584
tt0242587,260584
tt0094597,670482
tt0094597,670482
tt0462346,1816413
tt0462346,1816413
tt0462346,1816413
tt7720142,17508
tt7720142,17508
tt14014068,38323
tt14014068,38323
tt14014068,38323
tt1038043,266498
tt1038043,266498
tt1038043,266498
tt4613272,76
tt4613272,76
tt4613272,76
tt6852534,11419
tt6852534,11419
tt1815852,477990
tt1815852,477990
tt1815852,477990
tt0120706,209407
tt0120706,209407
tt0120706,209407
tt9038290,541259
tt0120788,196813
tt0120788,196813
tt0120788,196813
tt1212454,6392
tt1212454,6392
tt1212454,6392
tt0088001,5798124
tt0088001,5798124
tt0088001,5798124
tt0380817,15870
tt0380817,15870
tt0380817,15870
tt2278392,10620111
tt0160429,2025173
tt0160429,2025173
tt0160429,2025173
tt0052225,35822050
tt0052225,35822050
tt0110399,5574760
tt0110399,5574760
tt0343996,611792
tt0343996,611792
tt0343996,611792
tt0760187,2907
tt0760187,2907
tt8328740,32848
tt8328740,32848
tt15115280,22026
tt15115280,22026
tt15115280,22026
tt5456546,3956862
tt5456546,3956862
tt0069121,1008651
tt0069121,1008651
tt0092226,2172212
tt0092226,2172212
tt0092226,2172212
tt11697844,5703
tt11697844,5703
tt11697844,5703
tt0091554,6445043
tt0091554,6445043
tt0041650,2302517
tt0041650,2302517
tt0041650,2302517
tt6015328,51037787
tt6015328,51037787
tt0120742,616124
tt0120742,616124
tt1965065,700
tt1965065,700
tt1965065,700
tt0120036,2299566
tt0120036,2299566
tt0120036,2299566
tt9098454,327595
tt9098454,327595
tt0069976,1265654
tt0069976,1265654
tt0113691,1402825
tt0113691,1402825
tt18550182,41867
tt18550182,41867
tt18550182,41867
tt1971466,1641345
tt0059549,3299233
tt0059549,3299233
tt0059549,3299233
tt0068718,2353518
tt0068718,2353518
tt0068718,2353518
tt1587414,8925
tt0091817,516659
tt0091817,516659
tt0091817,516659
tt1288461,245538
tt1588875,77825
tt1588875,77825
tt1588875,77825
tt4129876,574824
tt3155604,487292
tt5914642,3624
tt0130444,156463
tt0130444,156463
tt0130444,156463
tt8753438,329546
tt0290212,537488
tt0290212,537488
tt0290212,537488
tt0059573,6056323
tt0059573,6056323
tt0059573,6056323
tt0093638,712027
tt0093638,712027
tt0093638,712027
tt0093638,712027
tt0093638,712027
tt0093638,712027
tt0093638,712027
tt0093638,712027
tt0093638,712027
tt0093638,712027
tt0093638,712027
tt0093638,712027
tt0359692,380040
tt0115487,1401069
tt0101455,1789553
tt0099612,72027
tt0099612,72027
tt11307724,2634
tt11307724,2634
tt0972558,2851745
tt6194538,401873
tt0296915,258370
tt0296915,258370
tt0296915,258370
tt1349853,367276
tt0043983,4221330
tt0043983,4221330
tt0096289,1156621
tt0096289,1156621
tt0082111,2244082
tt0082111,2244082
tt6628228,910624
tt0402743,187788
tt0402743,187788
tt0402743,187788
tt0097142,4477117
tt0097142,4477117
tt0097142,4477117
tt0117791,355767
tt0117791,355767
tt0117791,355767
tt0096926,25274
tt0096926,25274
tt0096926,25274
tt0451850,1583715
tt0451850,1583715
tt3495000,897594
tt3495000,897594
tt0102722,361372
tt0102722,361372
tt0287963,16426
tt0287963,16426
tt0287963,16426
tt1422675,258344
tt1562899,17736
tt1562899,17736
tt1562899,17736
tt0352994,64
tt0352994,64
tt0352994,64
tt1134664,5552
tt1134664,5552
tt0097166,1843105
tt0097166,1843105
tt3244786,37930
tt3244786,37930
tt3244786,37930
tt0049875,14888547
tt0049875,14888547
tt5153860,2552
tt0418004,1569
tt0418004,1569
tt4875150,268892
tt4875150,268892
tt0092615,197952
tt14280366,315686
tt14280366,315686
tt5956100,10038961
tt5956100,10038961
tt1268204,23463
tt1268204,23463
tt1268204,23463
tt1268204,23463
tt1268204,23463
tt1268204,23463
tt1268204,23463
tt1268204,23463
tt1268204,23463
tt0199314,127505
tt0199314,127505
tt0199314,127505
tt0093277,1735171
tt0093277,1735171
tt0093277,1735171
tt0243862,2555658
tt0243862,2555658
tt0243862,2555658
tt12739994,27423
tt0088007,3004678
tt0088007,3004678
tt0088007,3004678
tt0088007,3004678
tt0088007,3004678
tt0088007,3004678
tt0072895,6267719
tt0072895,6267719
tt0072895,6267719
tt0056368,1161580
tt0056368,1161580
tt1577061,2912050
tt6170506,5931
tt6170506,5931
tt0455326,745733
tt0455326,745733
tt0455326,745733
tt0118804,862328
tt0118804,862328
tt0047840,3986839
tt0047840,3986839
tt0095904,87768
tt0095904,87768
tt0095904,87768
tt0458242,225263
tt0458242,225263
tt0458242,225263
tt1638364,46257
tt1638364,46257
tt1638364,46257
tt1454523,486095
tt10981202,520809
tt11274100,14797
tt11274100,14797
tt11274100,14797
tt0088885,8883395
tt0088885,8883395
tt0101748,82096
tt0101748,82096
tt0101748,82096
tt0120703,6497185
tt0120703,6497185
tt0120703,6497185
tt0399877,1488200
tt0399877,1488200
tt0399877,1488200
tt0092641,1058586
tt0092641,1058586
tt0109417,576302
tt0109417,576302
tt0099587,3011822
tt0099587,3011822
tt0297037,4276818
tt0297037,4276818
tt0297037,4276818
tt0082200,4816234
tt0082200,4816234
tt0082200,4816234
tt0458076,1476190
tt8358220,696
tt8358220,696
tt8358220,696
tt8358220,696
tt8358220,696
tt8358220,696
tt8358220,696
tt8358220,696
tt8358220,696
tt0479751,2576168
tt0119832,462875
tt0119832,462875
tt0116414,885373
tt0116414,885373
tt0116414,885373
tt0094669,228196
tt0384533,223230
tt0384533,223230
tt0384533,223230
tt0118750,3520187
tt0118750,3520187
tt0118750,3520187
tt0088707,365787
tt0088707,365787
tt0088707,365787
tt0082402,20157507
tt0082402,20157507
tt0082402,20157507
tt1366338,708789
tt1366338,708789
tt1366338,708789
tt0316824,9248
tt0092842,597179
tt0092842,597179
tt0092842,597179
tt0092842,597179
tt0092842,597179
tt0092842,597179
tt0119079,34787
tt0119079,34787
tt0119079,34787
tt0923600,18299
tt0923600,18299
tt0923600,18299
tt4981966,1757044
tt0065669,323101
tt0065669,323101
tt0062794,658289
tt0062794,658289
tt0062794,658289
tt20768712,2589568
tt20768712,2589568
tt20768712,2589568
tt0192194,13098
tt0192194,13098
tt0192194,13098
tt0337578,733391
tt9389998,4656323
tt3877718,19861
tt0074279,740691
tt0074279,740691
tt0074279,740691
tt0124179,347181
tt0124179,347181
tt0124179,347181
tt10384944,401851
tt5617312,211
tt5617312,211
tt5617312,211
tt0100911,858364
tt0100911,858364
tt0100911,858364
tt0299458,83838
tt0299458,83838
tt0299458,83838
tt2363471,29392
tt2363471,29392
tt2363471,29392
tt4814290,564320
tt4814290,564320
tt0106521,341306
tt0106521,341306
tt0077289,18098250
tt0077289,18098250
tt0092834,492149
tt0092834,492149
tt4954660,1165966
tt0076327,10441118
tt0076327,10441118
tt0076327,10441118
tt6979756,34678502
tt6979756,34678502
tt4635936,301183
tt1324055,42812
tt1324055,42812
tt1324055,42812
tt14905650,6483
tt14905650,6483
tt14905650,6483
tt1417592,58912
tt1417592,58912
tt1417592,58912
tt4471388,471684
tt5112622,12088168
tt5112622,12088168
tt5112622,12088168
tt0119304,1801113
tt0119304,1801113
tt0119304,1801113
tt0283160,1712977
tt0283160,1712977
tt0283160,1712977
tt0323013,684572
tt0083064,11009369
tt0083064,11009369
tt0083064,11009369
tt0089731,3573534
tt0089731,3573534
tt0172669,33877
tt11382384,5914
tt11382384,5914
tt11382384,5914
tt0097531,89951
tt0097531,89951
tt2249081,4726
tt2249081,4726
tt2249081,4726
tt0995854,695126
tt0995854,695126
tt0995854,695126
tt3279124,19
tt3279124,19
tt3279124,19
tt0116827,1
tt0116827,1
tt3567194,776063
tt3567194,776063
tt7477068,39207
tt7477068,39207
tt7477068,39207
tt1667905,8530
tt1667905,8530
tt1667905,8530
tt5049302,4377107
tt0271219,451911
tt0271219,451911
tt0271219,451911
tt1038142,1
tt0433350,29850
tt0433350,29850
tt0433350,29850
tt20672490,11212
tt20672490,11212
tt1852006,613641
tt1852006,613641
tt0058100,1494507
tt0058100,1494507
tt11703244,1487769
tt11703244,1487769
tt11703244,1487769
tt1104083,100570
tt1104083,100570
tt1104083,100570
tt0055608,6581350
tt0055608,6581350
tt0055608,6581350
tt8080196,278920
tt0124102,108864
tt0124102,108864
tt0112536,122655
tt0337961,4853
tt0337961,4853
tt0337961,4853
tt3678782,1361767
tt3678782,1361767
tt5278464,1980
tt5278464,1980
tt22488024,14874
tt1274300,43321
tt1274300,43321
tt1274300,43321
tt1274300,43321
tt1274300,43321
tt1274300,43321
tt1274300,43321
tt1274300,43321
tt1274300,43321
tt0106500,3493619
tt0106500,3493619
tt0106500,3493619
tt0312929,917579
tt0086423,2371401
tt0086423,2371401
tt0086423,2371401
tt3534282,3714
tt3534282,3714
tt3534282,3714
tt1636815,4693468
tt1196340,7102
tt1196340,7102
tt1196340,7102
tt0483756,71935
tt0483756,71935
tt0483756,71935
tt11790780,126444
tt11790780,126444
tt11790780,126444
tt0098502,82466
tt13361648,700887
tt0103882,470671
tt0103882,470671
tt0103882,470671
tt0091653,8284595
tt0091653,8284595
tt0091653,8284595
tt2328549,30520
tt2328549,30520
tt2328549,30520
tt14349032,9119
tt14349032,9119
tt14349032,9119
tt0499375,4203221
tt0499375,4203221
tt0499375,4203221
tt12664618,1864391
tt0415481,257459
tt1686768,171652
tt0060161,8596
tt1119194,273164
tt3104818,3350
tt3104818,3350
tt3104818,3350
tt7844166,117895
tt6997426,2557
tt0050407,6344
tt0348529,51343
tt0348529,51343
tt0348529,51343
tt1719071,44458
tt1719071,44458
tt1719071,44458
tt2077908,1493620
tt2077908,1493620
tt2077908,1493620
tt13116922,40402
tt14578032,124500
tt0119815,53589
tt0119815,53589
tt1396221,3200
tt1396221,3200
tt1396221,3200
tt9883996,667659
tt9883996,667659
tt9883996,667659
tt2882328,261282
tt2882328,261282
tt7052494,759
tt7052494,759
tt7052494,759
tt2083379,704
tt2083379,704
tt2083379,704
tt3668162,154394
tt3668162,154394
tt1733105,58682
tt0122143,2086
tt0122143,2086
tt0101301,3058125
tt0101301,3058125
tt0133122,3632
tt0133122,3632
tt0133122,3632
tt0091415,440941
tt0091415,440941
tt0196158,60301
tt8367184,4593
tt8367184,4593
tt0099292,256918
tt0099292,256918
tt0099292,256918
tt0409681,19346
tt0409681,19346
tt0120238,115019
tt0120238,115019
tt0120238,115019
tt2459022,25102079
tt2459022,25102079
tt2459022,25102079
tt0194218,123723
tt0194218,123723
tt0194218,123723
tt0071706,1938195
tt0071706,1938195
tt0305396,5170834
tt0305396,5170834
tt0305396,5170834
tt0262396,2905834
tt0262396,2905834
tt0262396,2905834
tt0089913,93687
tt0089913,93687
tt0089913,93687
tt0119590,1
tt0119590,1
tt0104418,5221
tt0086366,4387938
tt0086366,4387938
tt0086366,4387938
tt0113729,2850988
tt2765340,13999237
tt0094033,133629
tt0094033,133629
tt13680520,18630
tt13680520,18630
tt0099018,1493246
tt0099018,1493246
tt4374460,12311
tt4374460,12311
tt4374460,12311
tt0094701,2328718
tt0094701,2328718
tt0162710,345899
tt0162710,345899
tt0435434,2791656
tt0346723,2750217
tt2872810,6879
tt2872810,6879
tt2380207,6034
tt2380207,6034
tt0079168,7810794
tt0079168,7810794
tt0374330,932962
tt0374330,932962
tt0374330,932962
tt5599692,2134
tt5599692,2134
tt5599692,2134
tt1782568,3226782
tt1656168,416601
tt0075909,4044239
tt0075909,4044239
tt0075909,4044239
tt1361313,56631
tt1361313,56631
tt1361313,56631
tt1680123,55497
tt0111256,3920022
tt0111256,3920022
tt2044729,25412
tt2044729,25412
tt2044729,25412
tt0482463,1640612
tt0482463,1640612
tt0482463,1640612
tt2318405,881656
tt0454065,15545
tt0454065,15545
tt0076809,1391367
tt0076809,1391367
tt1267498,393861
tt6654316,25709282
tt6654316,25709282
tt6654316,25709282
tt6654316,25709282
tt6654316,25709282
tt6654316,25709282
tt2411144,141843
tt2411144,141843
tt2411144,141843
tt0479162,1005
tt0479162,1005
tt0479162,1005
tt4129428,1433646
tt4129428,1433646
tt4010918,5001735
tt0172109,780
tt0084867,1437489
tt0084867,1437489
tt0112342,1384928
tt0112342,1384928
tt0099768,254405
tt0099768,254405
tt0211934,236270
tt0783608,80053
tt0783608,80053
tt0783608,80053
tt0053825,1880386
tt0053825,1880386
tt0465967,483775
tt0101356,598742
tt0101356,598742
tt2394063,7028
tt2394063,7028
tt2394063,7028
tt2394063,7028
tt2394063,7028
tt2394063,7028
tt0376127,1223779
tt0085475,1351357
tt0085475,1351357
tt0085475,1351357
tt5912470,7042068
tt8088944,0
tt5072406,14504
tt5072406,14504
tt5072406,14504
tt0238948,5017922
tt0238948,5017922
tt0238948,5017922
tt4641264,3676093
tt1828959,188086
tt1828959,188086
tt1828959,188086
tt3885932,633895
tt2852470,9137
tt2852470,9137
tt2852470,9137
tt1826660,1618694
tt0093215,1043173
tt0093215,1043173
tt0093215,1043173
tt1796657,2450753
tt0912593,194111
tt0912593,194111
tt0912593,194111
tt0150216,473476
tt0150216,473476
tt0150216,473476
tt2390253,1108013
tt6299040,493174
tt6299040,493174
tt2272336,1110
tt2272336,1110
tt2272336,1110
tt1049948,488431
tt1049948,488431
tt1049948,488431
tt0106926,1889358
tt0106926,1889358
tt0106926,1889358
tt0091671,346416
tt0083067,1082075
tt0083067,1082075
tt0083067,1082075
tt15174116,5587
tt15174116,5587
tt15174116,5587
tt1182972,1253810
tt1182972,1253810
tt0081470,68072
tt0106966,385137
tt0106966,385137
tt0216817,3203148
tt0068687,3765629
tt0068687,3765629
tt0068687,3765629
tt15502648,71030
tt10963926,50024
tt10963926,50024
tt1235827,68002
tt7320482,15501
tt7320482,15501
tt14146688,581708
tt0063291,20948
tt0063291,20948
tt0041088,1320023
tt0041088,1320023
tt3711466,1659114
tt0071772,2089240
tt0071772,2089240
tt0071772,2089240
tt0097670,775033
tt0097670,775033
tt0097670,775033
tt0073043,7406909
tt14913250,97288
tt1251743,11147
tt1251743,11147
tt1251743,11147
tt0116508,897805
tt0116508,897805
tt0063787,6464383
tt15364972,54064
tt15364972,54064
tt15364972,54064
tt15364972,54064
tt15364972,54064
tt15364972,54064
tt0088224,3823398
tt0088224,3823398
tt0088224,3823398
tt0102849,1974484
tt0102849,1974484
tt0435687,349018
tt0435687,349018
tt0102687,125844
tt0102687,125844
tt0102687,125844
tt0389828,107117
tt0389828,107117
tt0389828,107117
tt0221889,49825
tt0221889,49825
tt0221889,49825
tt0467923,575896
tt0079781,141235
tt0079781,141235
tt0079781,141235
tt0365109,2871109
tt0365109,2871109
tt0365109,2871109
tt0064652,3980862
tt0064652,3980862
tt0064652,3980862
tt0077278,8404951
tt0077278,8404951
tt10925852,22081
tt10925852,22081
tt10925852,22081
tt0106660,245418
tt0106660,245418
tt13814704,361715
tt4085696,403799
tt1194624,43231
tt4686692,40185
tt4686692,40185
tt15764854,130180
tt0090565,130
tt0090565,130
tt11136276,7750
tt11136276,7750
tt11136276,7750
tt4002772,86908
tt4002772,86908
tt0456047,112088
tt0164085,337159
tt0164085,337159
tt0164085,337159
tt0192407,825866
tt1695994,82081
tt1695994,82081
tt1695994,82081
tt0096152,460664
tt12306964,127003
tt1680043,8122
tt0250202,164420
tt0250202,164420
tt0250202,164420
tt0441007,400667
tt0441007,400667
tt0441007,400667
tt0218378,106275
tt0218378,106275
tt0218378,106275
tt19719976,115292
tt19719976,115292
tt19719976,115292
tt0301414,1207879
tt0301414,1207879
tt0301414,1207879
tt0080756,1501501
tt0080756,1501501
tt0080756,1501501
tt1891974,752517
tt0087903,349398
tt1747967,203
tt1747967,203
tt1747967,203
tt0071604,15669
tt0071604,15669
tt0071604,15669
tt2414040,4751
tt2414040,4751
tt2414040,4751
tt8615732,80477
tt2544120,2016270
tt8415986,154685
tt8415986,154685
tt0802983,4532002
tt1024899,2987294
tt2083231,128
tt2083231,128
tt2083231,128
tt0120107,377333
tt0120107,377333
tt0342167,248765
tt0342167,248765
tt0342167,248765
tt0075359,3308419
tt0075359,3308419
tt0499570,3627
tt0499570,3627
tt0499570,3627
tt0297753,1299
tt0297753,1299
tt0297753,1299
tt0160620,521
tt0160620,521
tt0995739,894763
tt2133239,1773
tt2133239,1773
tt2133239,1773
tt0074539,3171528
tt9138170,23282
tt9138170,23282
tt0167331,324689
tt2049430,3265354
tt0101746,7870544
tt0101746,7870544
tt0088333,3167015
tt0091024,3438978
tt0091024,3438978
tt0091024,3438978
tt1891845,56188
tt5563782,59583
tt5563782,59583
tt1330607,7013501
tt0222270,96095
tt0800099,150393
tt0800099,150393
tt0800099,150393
tt8119680,3295450
tt8119680,3295450
tt0090856,3154602
tt0090856,3154602
tt1521846,659062
tt4788602,3878900
tt0115676,366078
tt0115676,366078
tt0119517,812442
tt0119517,812442
tt0119517,812442
tt5082014,699863
tt0101025,430334
tt13055264,98294
tt13055264,98294
tt1058579,2041846
tt2124803,14804
tt2124803,14804
tt2124803,14804
tt0329162,2163
